iter	Logloss
123	0.4050888779
124	0.4033340061
125	0.4018176751
126	0.4014388201
127	0.4008346475
128	0.3996418444
129	0.3990168785
130	0.3981518672
131	0.3962779038
132	0.3948323779
133	0.3936347141
134	0.3921670298
135	0.3908270312
136	0.3895822042
137	0.3883012474
138	0.3865112896
139	0.3842781728
140	0.3830299899
141	0.3815706673
142	0.3800360595
143	0.3783839881
144	0.3773928263
145	0.3764674053
146	0.3762129539
147	0.3742020209
148	0.3724071352
149	0.3705939315
150	0.3696020969
151	0.3679081872
152	0.3669886658
153	0.3658208097
154	0.3656494233
155	0.364903832
156	0.3644576114
157	0.3632736689
158	0.3624804419
159	0.3614907189
160	0.3608637211
161	0.3591762518
162	0.3583328352
163	0.3577927888
164	0.357156983
165	0.3563810776
166	0.3558431171
167	0.3550313535
168	0.3533274604
169	0.3525684459
170	0.3523783725
171	0.3513590035
172	0.3497427797
173	0.3487327067
174	0.3477806036
175	0.3468424899
176	0.3462454383
177	0.3456204785
178	0.3445922915
179	0.344108828
180	0.3433564957
181	0.3426962187
182	0.341319755
183	0.3399241635
184	0.339430497
185	0.3386575317
186	0.3376076119
187	0.3358713489
188	0.3347470614
189	0.3338516081
190	0.3334850126
191	0.3318317321
192	0.3307259448
193	0.3304753719
194	0.3299570878
195	0.329344141
196	0.3276362575
197	0.3266048983
198	0.3262692358
199	0.3252670857
200	0.3244823045
201	0.323868982
202	0.323023284
203	0.3226249561
204	0.3215245111
205	0.3200126138
206	0.3190829918
207	0.3187546895
208	0.317771753
209	0.3170021635
210	0.3163436048
211	0.3147195744
212	0.3139174048
213	0.3136871251
214	0.3126081583
215	0.3117861611
216	0.3108021072
217	0.3102407037
218	0.3092682401
219	0.3085772568
220	0.3079315847
221	0.3069929695
222	0.3063942567
223	0.3055307047
224	0.3051071326
225	0.3041996443
226	0.3040914426
227	0.3037584448
228	0.3024342316
229	0.3016000724
230	0.300788571
231	0.3003241089
232	0.2997794546
233	0.299251476
234	0.298659734
235	0.2978551162
236	0.297100401
237	0.2961881759
238	0.2957063284
239	0.295180302
240	0.2941522643
241	0.293631623
242	0.2930974168
243	0.2920429716
244	0.2912224648
245	0.2904865657
246	0.2896049764
247	0.289086637
248	0.2883625204
249	0.2875724317
250	0.2871078189
251	0.286572396
252	0.2859743855
253	0.2848252001
254	0.2845153597
255	0.2834832456
256	0.2829897424
257	0.2822803873
258	0.2810920226
259	0.2803468711
260	0.2799351454
261	0.2790608984
262	0.2783310769
263	0.2775214114
264	0.2768622445
265	0.2765226767
266	0.2759857823
267	0.2754068475
268	0.2749565731
269	0.2744044716
270	0.2738165686
271	0.2733083256
272	0.2727316042
273	0.2718366337
274	0.2711411459
275	0.2705679099
276	0.2702847012
277	0.2694508619
278	0.2683970992
279	0.2678377527
280	0.2673321947
281	0.2664451219
282	0.2659343271
283	0.2655120461
284	0.2652514797
285	0.2646714808
286	0.2642877379
287	0.2635642188
288	0.2629049057
289	0.2623836631
290	0.2618537516
291	0.2611613509
292	0.2605855768
293	0.2601854088
294	0.2593197564
295	0.2586741901
296	0.2582375566
297	0.2577750579
298	0.257513123
299	0.2568847015
300	0.2564062314
301	0.2558942744
302	0.2556628608
303	0.2549082047
304	0.2539700394
305	0.2533917373
306	0.2530819616
307	0.252620276
308	0.2518627582
309	0.2512793751
310	0.2507478941
311	0.2499086073
312	0.249345359
313	0.2488424604
314	0.24873785
315	0.2484769212
316	0.2480921463
317	0.2475671679
318	0.2472369327
319	0.2462951226
320	0.2456599452
321	0.2451922039
322	0.2446714217
323	0.244611528
324	0.2440765074
325	0.2440349288
326	0.2436220329
327	0.24289034
328	0.2420519073
329	0.2414465816
330	0.2408656706
331	0.2404298403
332	0.2398830077
333	0.2391376779
334	0.238387811
335	0.2377862357
336	0.2372718411
337	0.2364670714
338	0.2360596238
339	0.2356995524
340	0.2353224026
341	0.2347497366
342	0.2338148359
343	0.2333111233
344	0.2327878558
345	0.2324592868
346	0.232105193
347	0.2313719604
348	0.2308539366
349	0.2300023973
350	0.229578549
351	0.2289748754
352	0.228440016
353	0.2281774091
354	0.2276089883
355	0.2270028337
356	0.2266107676
357	0.2263937302
358	0.2261109558
359	0.2255926404
360	0.225322818
361	0.2247811459
362	0.2237788084
363	0.2234716199
364	0.2228676073
365	0.2226883247
366	0.2224985979
367	0.2222439239
368	0.2220405063
369	0.2216400312
370	0.2212002163
371	0.2204264217
372	0.2199057647
373	0.2190565988
374	0.2186776027
375	0.217779483
376	0.2172808382
377	0.2169983081
378	0.2166137237
379	0.2161793951
380	0.2156519405
381	0.2150809768
382	0.214692177
383	0.2144535306
384	0.2138857784
385	0.2133184582
386	0.2130033953
387	0.2128091123
388	0.2123918751
389	0.2119608534
390	0.2111845024
391	0.2105980672
392	0.2102170421
393	0.2099179137
394	0.2091515616
395	0.2087854476
396	0.2083791334
397	0.2081258593
398	0.2076606098
399	0.2072818536
400	0.2069889218
401	0.2063443384
402	0.2060684383
403	0.2059073995
404	0.2054830558
405	0.205200846
406	0.2046858004
407	0.2043461819
408	0.2039214338
409	0.2034994942
410	0.2032842345
411	0.2028484693
412	0.2022444994
413	0.2020004577
414	0.201605693
415	0.2014775382
416	0.2011981241
417	0.2010525876
418	0.2006066492
419	0.2000535707
420	0.199773922
421	0.1993387075
422	0.1991745472
423	0.1989986216
424	0.1985633563
425	0.1982736057
426	0.1981671453
427	0.197881173
428	0.197803955
429	0.1971718416
430	0.1970290333
431	0.1967601427
432	0.1963076406
433	0.1955745677
434	0.1952569852
435	0.1947720279
436	0.1944283205
437	0.1942028265
438	0.1935559003
439	0.1929727224
440	0.1925379072
441	0.192347609
442	0.1920268511
443	0.1917736916
444	0.1916092018
445	0.191087929
446	0.1907729681
447	0.1905769994
448	0.1902558103
449	0.1900243239
450	0.1894650801
451	0.1890818334
452	0.1885860956
453	0.1883387303
454	0.1876498181
455	0.1875005158
456	0.1871202366
457	0.1869155708
458	0.1865623131
459	0.186410845
460	0.1861476782
461	0.1858464359
462	0.1852252141
463	0.185013101
464	0.1846968668
465	0.1844257055
466	0.1841687999
467	0.1835611578
468	0.1833619479
469	0.1829549902
470	0.1823625025
471	0.1819738515
472	0.1817401403
473	0.1814575824
474	0.1811488647
475	0.1811081572
476	0.1808533514
477	0.1803306205
478	0.1800482853
479	0.1796472589
480	0.1792417724
481	0.1788111324
482	0.1784088831
483	0.1777753656
484	0.1772328651
485	0.1768072663
486	0.1765459956
487	0.1762732986
488	0.1758290112
489	0.175631926
490	0.1753580343
491	0.1749418646
492	0.1748083742
493	0.174341421
494	0.174110784
495	0.1735828708
496	0.1730630611
497	0.1727871397
498	0.172422319
499	0.172311619
500	0.172157043
501	0.1719221163
502	0.1715447159
503	0.1715230075
504	0.1711506206
505	0.1708585024
506	0.1705007321
507	0.1702918576
508	0.1701240202
509	0.1698010393
510	0.1696970342
511	0.1692583981
512	0.1691258159
513	0.1690202624
514	0.1687876742
515	0.1685090845
516	0.1681806887
517	0.1677567455
518	0.1676019948
519	0.1674816296
520	0.1672392789
521	0.1670578877
522	0.1668653573
523	0.1665526873
524	0.166206112
525	0.1658955017
526	0.1655205851
527	0.1651481085
528	0.1649225264
529	0.1647533673
530	0.1644287985
531	0.1641081183
532	0.163959644
533	0.1638554491
534	0.1636778085
535	0.1634459267
536	0.1633394099
537	0.1630048775
538	0.1624823435
539	0.1623450008
540	0.1621404
541	0.1619895118
542	0.161726215
543	0.1614213492
544	0.1612374323
545	0.1610453155
546	0.1607064947
547	0.1605526167
548	0.1601806891
549	0.1599676612
550	0.1595880895
551	0.1593752163
552	0.1590065614
553	0.1588052429
554	0.1582647775
555	0.1579378787
556	0.1576741211
557	0.1574210755
558	0.1572593381
559	0.1568128976
560	0.1566193136
561	0.1566086386
562	0.1564367685
563	0.1560918627
564	0.1559213795
565	0.1557043054
566	0.1555295926
567	0.1554450084
568	0.1551657492
569	0.1551541092
570	0.1548586018
571	0.1546223752
572	0.1544356349
573	0.1540325487
574	0.1539058715
575	0.1535002785
576	0.1532953182
577	0.1531820797
578	0.1527469371
579	0.1525969146
580	0.1524030533
581	0.1520862839
582	0.1519072225
583	0.1518276322
584	0.1515477312
585	0.1511504167
586	0.1510074904
587	0.1507357743
588	0.1504199909
589	0.1501161762
590	0.1498869206
591	0.1497097473
592	0.1494558863
593	0.1492075253
594	0.1490493724
595	0.1487400625
596	0.1484579673
597	0.1481436096
598	0.1477590169
599	0.147456481
600	0.1472399995
601	0.1470863479
602	0.1470281313
603	0.1466085325
604	0.1461192645
605	0.1459328399
606	0.1457567866
607	0.145373659
608	0.1451943236
609	0.1449960541
610	0.1448108014
611	0.1447199907
612	0.1446726153
613	0.1445338694
614	0.1442560911
615	0.1440871734
616	0.1439747848
617	0.1435691705
618	0.1433973024
619	0.1429271557
620	0.1427725619
621	0.1426524858
622	0.1424387708
623	0.1421674815
624	0.1417573515
625	0.1415830073
626	0.1412213047
627	0.1411075087
628	0.1408974169
629	0.140620176
630	0.1403593467
631	0.1401089919
632	0.1398290465
633	0.1396169339
634	0.139438046
635	0.1391705676
636	0.1389654569
637	0.1388897077
638	0.1387374798
639	0.1384906739
640	0.1382773134
641	0.1379556574
642	0.137751235
643	0.1376095435
644	0.13751551
645	0.1373306325
646	0.1370595447
647	0.1366510281
648	0.136540475
649	0.1362242942
650	0.135738287
651	0.1354858324
652	0.1352902022
653	0.1351496321
654	0.1348592387
655	0.1347953484
656	0.1345799033
657	0.1344591703
658	0.1342989932
659	0.134109595
660	0.1339200004
661	0.1337695113
662	0.1334510748
663	0.1332916811
664	0.1331208732
665	0.132853309
666	0.1325828908
667	0.1323325989
668	0.1320472389
669	0.13194003
670	0.1318213897
671	0.1314125335
672	0.1311638175
673	0.1308173622
674	0.1307089043
675	0.1304773505
676	0.130269527
677	0.1301527398
678	0.1300764492
679	0.1297964859
680	0.129415223
681	0.1293075319
682	0.1290882957
683	0.1288688661
684	0.1285651287
685	0.1283738751
686	0.128081556
687	0.1278941374
688	0.127531152
689	0.1271533799
690	0.1269158725
691	0.1268475391
692	0.1267718795
693	0.1265864279
694	0.1263974912
695	0.1261708691
696	0.1260818429
697	0.125907547
698	0.1258190968
699	0.1256104935
700	0.1254980308
701	0.1253953305
702	0.1252568505
703	0.1250459121
704	0.1248203181
705	0.1247092876
706	0.124593254
707	0.1245141327
708	0.1242235331
709	0.1241527721
710	0.1239418326
711	0.1238030706
712	0.1236304171
713	0.1235008088
714	0.12318775
715	0.1229257867
716	0.1228406855
717	0.1226910953
718	0.122566097
719	0.1221507665
720	0.1220075737
721	0.1219382048
722	0.1218365729
723	0.1217678695
724	0.1215991305
725	0.1215074984
726	0.1213966407
727	0.121257698
728	0.1211578275
729	0.1209977742
730	0.1208919491
731	0.120821301
732	0.1205504992
733	0.1204154768
734	0.1201506773
735	0.1201382374
736	0.1200266547
737	0.1198484954
738	0.1196339416
739	0.1195659423
740	0.1192953345
741	0.119106918
742	0.1190070768
743	0.118866232
744	0.1186401423
745	0.1184180129
746	0.1181948021
747	0.1180876562
748	0.1178361819
749	0.1176759362
750	0.1175007928
751	0.11744958
752	0.1172948245
753	0.1169458831
754	0.1167862308
755	0.116613597
756	0.1164388824
757	0.1163702561
758	0.1163057123
759	0.1160281648
760	0.115952828
761	0.1158252349
762	0.1156978225
763	0.1156187845
764	0.1154649175
765	0.1153251737
766	0.1151723638
767	0.1150668267
768	0.1147606475
769	0.114593969
770	0.1143622324
771	0.1140367502
772	0.1137213692
773	0.1135829024
774	0.1134986148
775	0.1133344404
776	0.1131554537
777	0.1129385621
778	0.1126187583
779	0.1123014952
780	0.1122387446
781	0.1119757968
782	0.1118316837
783	0.11168692
784	0.1114748552
785	0.1113158436
786	0.111110282
787	0.1109052142
788	0.1107984523
789	0.110691777
790	0.1105472853
791	0.1104491541
792	0.1102738678
793	0.1102233942
794	0.1099986651
795	0.1098583654
796	0.1097389075
797	0.1094708569
798	0.1094236107
799	0.1092778582
800	0.1089892991
801	0.1088428603
802	0.1087643014
803	0.108615221
804	0.1085257789
805	0.1084061007
806	0.1082747576
807	0.1080907696
808	0.1079648409
809	0.1078873294
810	0.1077369344
811	0.1076025573
812	0.1075167111
813	0.1073315427
814	0.1072206896
815	0.1070551537
816	0.1069681925
817	0.1067638922
818	0.106601154
819	0.1063962826
820	0.1061158148
821	0.1058790199
822	0.1058254522
823	0.1058013407
824	0.105655383
825	0.1054431832
826	0.105336988
827	0.1052473718
828	0.1051986449
829	0.1051026129
830	0.1050038735
831	0.1047883358
832	0.1046811876
833	0.1045595642
834	0.1044611245
835	0.1042918646
836	0.1041324134
837	0.1039335247
838	0.1037446665
839	0.103495665
840	0.1033492816
841	0.1032562592
842	0.1032097729
843	0.1030876284
844	0.1029313445
845	0.1027825664
846	0.1026184608
847	0.1025484926
848	0.1025331811
849	0.1023552653
850	0.1023080797
851	0.1021876122
852	0.1021314018
853	0.1020467713
854	0.1017750608
855	0.1015719959
856	0.101453839
857	0.1013122589
858	0.1012060884
859	0.1009967897
860	0.1007764954
861	0.1006293591
862	0.1005137098
863	0.1003749067
864	0.1002551166
865	0.1001575203
866	0.09993739583
867	0.09983074569
868	0.09975726438
869	0.09960566883
870	0.09940054397
871	0.09929295777
872	0.09901927852
873	0.09894481018
874	0.09876745173
875	0.09871181128
876	0.09869757156
877	0.09843779569
878	0.09833830486
879	0.09820823745
880	0.09792566052
881	0.09785885795
882	0.09778532476
883	0.09764584272
884	0.09746294888
885	0.09726339488
886	0.09707590051
887	0.09699338644
888	0.09687118703
889	0.09673265618
890	0.09666277167
891	0.09646419083
892	0.09629834489
893	0.09612689261
894	0.09603357786
895	0.09577080258
896	0.09563847942
897	0.09556977089
898	0.09549212395
899	0.09536789086
900	0.09527719461
901	0.09514006001
902	0.09502511782
903	0.09498011131
904	0.09481628963
905	0.09478822797
906	0.09474074883
907	0.09451159871
908	0.09448405467
909	0.09432458534
910	0.0942623745
911	0.09419264877
912	0.09412257959
913	0.09403247257
914	0.09391775172
915	0.09386772442
916	0.09376802154
917	0.09367288589
918	0.09343816225
919	0.09323825111
920	0.09315566224
921	0.09309541419
922	0.09298409618
923	0.09284208926
924	0.09276915604
925	0.09275069658
926	0.09253491329
927	0.09244062767
928	0.09233614947
929	0.09221643801
930	0.09198372736
931	0.09186713132
932	0.09177297058
933	0.09164237035
934	0.09153523631
935	0.09137839055
936	0.09132844373
937	0.09123942835
938	0.09115725726
939	0.09106839156
940	0.09098735156
941	0.09073727587
942	0.09064833947
943	0.09042378192
944	0.09034585096
945	0.09023919279
946	0.09001338403
947	0.08990053471
948	0.08977068448
949	0.08961781516
950	0.08946788498
951	0.08941808729
952	0.08931543385
953	0.08911440905
954	0.08901112934
955	0.08892848738
956	0.08885612137
957	0.08874125761
958	0.0885648173
959	0.0884929122
960	0.08829617018
961	0.08819262997
962	0.08805359411
963	0.08792669987
964	0.08779565978
965	0.08760789501
966	0.08750549677
967	0.08738488321
968	0.08731186649
969	0.08709055571
970	0.0870887566
971	0.08696799662
972	0.08675793899
973	0.08667792175
974	0.08660661046
975	0.08645774509
976	0.08635577113
977	0.0861370867
978	0.08593145876
979	0.08581109852
980	0.08569179131
981	0.08558272465
982	0.08549657271
983	0.08529442947
984	0.08508981933
985	0.0848671993
986	0.08483211509
987	0.08481557257
988	0.08476428187
989	0.08461192455
990	0.08455420825
991	0.08446087752
992	0.08432121593
993	0.08424298875
994	0.08419785845
995	0.08402166959
996	0.08390079246
997	0.08383012964
998	0.08377186827
999	0.08369047005
